driver_id,driver_name,persona,earnings_tier,date,month,iso_week,day_of_week,gross_earnings,platform_fees,incentives,net_earnings,trips,active_hours,online_hours,acceptance_rate,cancellations,earnings_per_hour,earnings_per_trip,currency,is_rest_day,festival_window,note
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-19,2025-10,2025-W42,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-20,2025-10,2025-W43,Monday,110.66,22.13,0.0,88.53,24,7.3,8.7,0.96,0,12.13,3.69,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-21,2025-10,2025-W43,Tuesday,137.33,27.47,11.43,121.29,13,9.5,11.6,0.86,1,12.77,9.33,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-22,2025-10,2025-W43,Wednesday,117.35,23.47,8.05,101.93,14,10.3,13.5,0.87,3,9.9,7.28,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-23,2025-10,2025-W43,Thursday,154.22,30.84,0.0,123.38,20,7.6,9.7,0.96,3,16.23,6.17,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-24,2025-10,2025-W43,Friday,188.28,37.66,0.0,150.62,23,10.8,14.3,0.76,0,13.95,6.55,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-25,2025-10,2025-W43,Saturday,170.83,34.17,0.0,136.66,9,7.0,8.7,0.95,2,19.52,15.18,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-26,2025-10,2025-W43,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-27,2025-10,2025-W44,Monday,111.06,22.21,6.95,95.8,17,10.1,10.8,0.88,0,9.49,5.64,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-28,2025-10,2025-W44,Tuesday,154.2,30.84,0.0,123.36,20,11.0,14.2,0.81,0,11.21,6.17,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-29,2025-10,2025-W44,Wednesday,142.57,28.51,11.7,125.76,10,7.5,9.8,0.82,1,16.77,12.58,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-30,2025-10,2025-W44,Thursday,157.16,31.43,7.07,132.8,12,10.5,11.4,0.76,1,12.65,11.07,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-10-31,2025-10,2025-W44,Friday,148.2,29.64,0.0,118.56,22,8.0,10.2,0.96,3,14.82,5.39,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-01,2025-11,2025-W44,Saturday,217.37,43.47,0.0,173.9,13,11.2,14.8,0.82,1,15.53,13.38,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-02,2025-11,2025-W44,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-03,2025-11,2025-W45,Monday,130.95,26.19,0.0,104.76,8,8.6,10.5,0.84,1,12.18,13.1,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-04,2025-11,2025-W45,Tuesday,156.42,31.28,0.0,125.14,17,9.7,12.9,0.81,3,12.9,7.36,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-05,2025-11,2025-W45,Wednesday,129.09,25.82,0.0,103.27,17,8.0,10.3,0.75,1,12.91,6.07,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-06,2025-11,2025-W45,Thursday,156.42,31.28,0.0,125.14,12,9.6,11.5,0.87,3,13.04,10.43,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-07,2025-11,2025-W45,Friday,198.16,39.63,0.0,158.53,14,9.7,11.8,0.77,0,16.34,11.32,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-08,2025-11,2025-W45,Saturday,152.68,30.54,5.75,127.89,24,9.8,11.7,0.94,0,13.05,5.33,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-09,2025-11,2025-W45,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-10,2025-11,2025-W46,Monday,133.2,26.64,0.0,106.56,12,8.0,9.2,0.94,1,13.32,8.88,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-11,2025-11,2025-W46,Tuesday,142.05,28.41,0.0,113.64,16,7.9,10.1,0.83,3,14.38,7.1,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-12,2025-11,2025-W46,Wednesday,142.62,28.52,9.85,123.95,22,7.6,10.2,0.77,0,16.31,5.63,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-13,2025-11,2025-W46,Thursday,151.71,30.34,8.06,129.43,11,10.3,12.4,0.96,3,12.57,11.77,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-14,2025-11,2025-W46,Friday,140.13,28.03,0.0,112.1,8,6.2,7.2,0.86,0,18.08,14.01,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-15,2025-11,2025-W46,Saturday,148.94,29.79,0.0,119.15,19,10.7,14.1,0.91,3,11.14,6.27,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-16,2025-11,2025-W46,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-17,2025-11,2025-W47,Monday,96.03,19.21,6.81,83.63,20,8.1,8.7,0.91,1,10.32,4.18,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-18,2025-11,2025-W47,Tuesday,139.41,27.88,8.02,119.55,16,7.0,8.4,0.89,1,17.08,7.47,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-19,2025-11,2025-W47,Wednesday,144.47,28.89,0.0,115.58,23,10.7,11.3,0.86,0,10.8,5.03,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-20,2025-11,2025-W47,Thursday,156.44,31.29,0.0,125.15,9,8.4,9.2,0.73,2,14.9,13.91,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-21,2025-11,2025-W47,Friday,146.34,29.27,9.84,126.91,19,9.4,10.9,0.97,0,13.5,6.68,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-22,2025-11,2025-W47,Saturday,198.25,39.65,0.0,158.6,22,10.8,12.7,0.72,0,14.69,7.21,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-23,2025-11,2025-W47,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-24,2025-11,2025-W48,Monday,127.89,25.58,9.18,111.49,8,9.0,9.9,0.86,3,12.39,13.94,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-25,2025-11,2025-W48,Tuesday,131.19,26.24,4.36,109.31,23,7.3,8.8,0.93,1,14.97,4.75,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-26,2025-11,2025-W48,Wednesday,116.38,23.28,5.55,98.65,20,7.4,9.4,0.89,2,13.33,4.93,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-27,2025-11,2025-W48,Thursday,116.63,23.33,0.0,93.3,18,11.8,13.0,0.93,1,7.91,5.18,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-28,2025-11,2025-W48,Friday,199.72,39.94,16.29,176.07,19,6.7,9.0,0.88,2,26.28,9.27,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-29,2025-11,2025-W48,Saturday,218.24,43.65,18.75,193.34,21,6.0,6.6,0.82,2,32.22,9.21,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-11-30,2025-11,2025-W48,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-01,2025-12,2025-W49,Monday,141.41,28.28,0.0,113.13,19,8.9,10.1,0.74,1,12.71,5.95,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-02,2025-12,2025-W49,Tuesday,141.58,28.32,9.69,122.95,24,7.3,8.7,0.9,3,16.84,5.12,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-03,2025-12,2025-W49,Wednesday,148.55,29.71,0.0,118.84,8,12.0,14.0,0.77,0,9.9,14.86,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-04,2025-12,2025-W49,Thursday,154.25,30.85,0.0,123.4,11,9.1,10.8,0.94,2,13.56,11.22,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-05,2025-12,2025-W49,Friday,205.49,41.1,0.0,164.39,8,9.5,11.7,0.87,0,17.3,20.55,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-06,2025-12,2025-W49,Saturday,171.51,34.3,0.0,137.21,11,6.3,7.4,0.9,3,21.78,12.47,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-07,2025-12,2025-W49,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-08,2025-12,2025-W50,Monday,123.19,24.64,0.0,98.55,9,8.9,11.0,0.86,2,11.07,10.95,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-09,2025-12,2025-W50,Tuesday,139.83,27.97,11.41,123.27,9,11.9,13.4,0.76,3,10.36,13.7,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-10,2025-12,2025-W50,Wednesday,168.93,33.79,0.0,135.14,21,8.2,9.4,0.72,1,16.48,6.44,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-11,2025-12,2025-W50,Thursday,128.56,25.71,0.0,102.85,9,8.6,9.8,0.86,3,11.96,11.43,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-12,2025-12,2025-W50,Friday,171.55,34.31,0.0,137.24,9,7.1,8.8,0.83,3,19.33,15.25,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-13,2025-12,2025-W50,Saturday,185.07,37.01,12.12,160.18,21,8.2,8.7,0.93,3,19.53,7.63,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-14,2025-12,2025-W50,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-15,2025-12,2025-W51,Monday,105.46,21.09,0.0,84.37,11,9.9,11.3,0.89,3,8.52,7.67,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-16,2025-12,2025-W51,Tuesday,137.88,27.58,0.0,110.3,23,10.3,12.7,0.86,2,10.71,4.8,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-17,2025-12,2025-W51,Wednesday,146.69,29.34,6.31,123.66,13,7.1,9.1,0.78,0,17.42,9.51,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-18,2025-12,2025-W51,Thursday,172.3,34.46,9.65,147.49,17,10.0,12.6,0.83,1,14.75,8.68,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-19,2025-12,2025-W51,Friday,158.66,31.73,0.0,126.93,19,7.5,10.0,0.84,3,16.92,6.68,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-20,2025-12,2025-W51,Saturday,155.48,31.1,0.0,124.38,13,9.7,10.6,0.78,2,12.82,9.57,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-21,2025-12,2025-W51,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-22,2025-12,2025-W52,Monday,180.03,36.01,0.0,144.02,16,9.3,10.3,0.92,2,15.49,9.0,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-23,2025-12,2025-W52,Tuesday,133.94,26.79,0.0,107.15,20,10.7,11.3,0.93,3,10.01,5.36,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-24,2025-12,2025-W52,Wednesday,118.59,23.72,0.0,94.87,14,6.4,7.5,0.88,2,14.82,6.78,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-25,2025-12,2025-W52,Thursday,148.96,29.79,8.99,128.16,12,9.7,11.2,0.89,0,13.21,10.68,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-26,2025-12,2025-W52,Friday,215.96,43.19,13.56,186.33,12,10.0,11.4,0.82,2,18.63,15.53,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-27,2025-12,2025-W52,Saturday,183.94,36.79,0.0,147.15,13,8.9,10.6,0.74,1,16.53,11.32,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-28,2025-12,2025-W52,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Year-End Peak,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-29,2025-12,2026-W01,Monday,166.25,33.25,0.0,133.0,13,10.7,13.3,0.79,3,12.43,10.23,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-30,2025-12,2026-W01,Tuesday,183.38,36.68,7.42,154.12,13,9.2,10.2,0.96,0,16.75,11.86,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2025-12-31,2025-12,2026-W01,Wednesday,139.18,27.84,0.0,111.34,20,7.8,9.2,0.75,3,14.27,5.57,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-01,2026-01,2026-W01,Thursday,100.94,20.19,0.0,80.75,16,8.5,9.1,0.85,0,9.5,5.05,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-02,2026-01,2026-W01,Friday,191.25,38.25,13.45,166.45,15,6.8,8.0,0.9,1,24.48,11.1,SGD,False,Year-End Peak,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-03,2026-01,2026-W01,Saturday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-04,2026-01,2026-W01,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-05,2026-01,2026-W02,Monday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-06,2026-01,2026-W02,Tuesday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-07,2026-01,2026-W02,Wednesday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-08,2026-01,2026-W02,Thursday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-09,2026-01,2026-W02,Friday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-10,2026-01,2026-W02,Saturday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-11,2026-01,2026-W02,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-12,2026-01,2026-W03,Monday,100.02,20.0,0.0,80.02,23,11.8,13.8,0.8,1,6.78,3.48,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-13,2026-01,2026-W03,Tuesday,127.82,25.56,10.16,112.42,10,6.4,7.5,0.88,0,17.57,11.24,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-14,2026-01,2026-W03,Wednesday,115.68,23.14,0.0,92.54,9,9.2,11.9,0.82,0,10.06,10.28,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-15,2026-01,2026-W03,Thursday,145.77,29.15,11.21,127.83,14,10.9,12.6,0.95,0,11.73,9.13,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-16,2026-01,2026-W03,Friday,88.45,17.69,0.0,70.76,19,9.7,11.5,0.74,3,7.29,3.72,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-17,2026-01,2026-W03,Saturday,184.11,36.82,15.46,162.75,18,9.2,11.7,0.84,3,17.69,9.04,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-18,2026-01,2026-W03,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-19,2026-01,2026-W04,Monday,89.66,17.93,3.65,75.38,8,6.7,8.0,0.89,2,11.25,9.42,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-20,2026-01,2026-W04,Tuesday,108.04,21.61,5.65,92.08,13,6.5,8.3,0.75,1,14.17,7.08,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-21,2026-01,2026-W04,Wednesday,114.53,22.91,0.0,91.62,14,7.5,8.5,0.95,3,12.22,6.54,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-22,2026-01,2026-W04,Thursday,169.27,33.85,0.0,135.42,23,6.9,7.3,0.75,2,19.63,5.89,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-23,2026-01,2026-W04,Friday,194.26,38.85,0.0,155.41,18,8.7,10.9,0.89,1,17.86,8.63,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-24,2026-01,2026-W04,Saturday,101.76,20.35,0.0,81.41,18,11.0,13.7,0.92,2,7.4,4.52,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-25,2026-01,2026-W04,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-26,2026-01,2026-W05,Monday,145.51,29.1,0.0,116.41,8,11.7,12.8,0.8,1,9.95,14.55,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-27,2026-01,2026-W05,Tuesday,157.9,31.58,11.07,137.39,20,10.9,12.1,0.88,1,12.6,6.87,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-28,2026-01,2026-W05,Wednesday,157.48,31.5,8.48,134.46,9,6.3,8.0,0.84,0,21.34,14.94,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-29,2026-01,2026-W05,Thursday,142.61,28.52,9.95,124.04,23,7.9,9.4,0.75,2,15.7,5.39,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-30,2026-01,2026-W05,Friday,163.5,32.7,11.55,142.35,20,10.8,12.4,0.8,3,13.18,7.12,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-01-31,2026-01,2026-W05,Saturday,145.9,29.18,0.0,116.72,12,11.4,12.0,0.94,2,10.24,9.73,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-01,2026-02,2026-W05,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-02,2026-02,2026-W06,Monday,119.79,23.96,0.0,95.83,16,10.2,11.1,0.96,0,9.4,5.99,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-03,2026-02,2026-W06,Tuesday,124.66,24.93,0.0,99.73,10,8.7,10.9,0.78,3,11.46,9.97,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-04,2026-02,2026-W06,Wednesday,94.67,18.93,7.44,83.18,13,8.0,8.9,0.9,1,10.4,6.4,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-05,2026-02,2026-W06,Thursday,126.84,25.37,0.0,101.47,14,10.2,13.4,0.87,3,9.95,7.25,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-06,2026-02,2026-W06,Friday,150.89,30.18,0.0,120.71,9,8.3,8.7,0.72,3,14.54,13.41,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-07,2026-02,2026-W06,Saturday,220.41,44.08,0.0,176.33,13,11.1,14.4,0.76,2,15.89,13.56,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-08,2026-02,2026-W06,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-09,2026-02,2026-W07,Monday,117.13,23.43,6.02,99.72,19,6.8,9.0,0.75,0,14.66,5.25,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-10,2026-02,2026-W07,Tuesday,104.94,20.99,0.0,83.95,16,8.2,10.2,0.87,2,10.24,5.25,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-11,2026-02,2026-W07,Wednesday,157.84,31.57,0.0,126.27,16,8.2,10.2,0.83,2,15.4,7.89,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-12,2026-02,2026-W07,Thursday,160.0,32.0,0.0,128.0,18,10.1,11.7,0.92,2,12.67,7.11,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-13,2026-02,2026-W07,Friday,181.28,36.26,9.3,154.32,8,11.5,14.4,0.94,1,13.42,19.29,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-14,2026-02,2026-W07,Saturday,176.75,35.35,0.0,141.4,16,6.8,8.0,0.79,2,20.79,8.84,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-15,2026-02,2026-W07,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Lunar New Year,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-16,2026-02,2026-W08,Monday,71.93,14.39,4.36,61.9,21,11.8,13.5,0.79,3,5.25,2.95,SGD,False,Lunar New Year,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-17,2026-02,2026-W08,Tuesday,77.38,15.48,0.0,61.9,23,11.8,13.0,0.76,2,5.25,2.69,SGD,False,Lunar New Year,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-18,2026-02,2026-W08,Wednesday,65.91,13.18,0.0,52.73,22,11.4,13.8,0.78,2,4.63,2.4,SGD,False,Lunar New Year,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-19,2026-02,2026-W08,Thursday,105.67,21.13,0.0,84.54,14,8.8,11.2,0.82,1,9.61,6.04,SGD,False,Lunar New Year,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-20,2026-02,2026-W08,Friday,166.69,33.34,8.84,142.19,23,6.6,8.7,0.83,2,21.54,6.18,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-21,2026-02,2026-W08,Saturday,144.21,28.84,0.0,115.37,10,8.0,8.7,0.79,1,14.42,11.54,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-22,2026-02,2026-W08,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-23,2026-02,2026-W09,Monday,126.53,25.31,10.36,111.58,21,11.2,14.2,0.82,0,9.96,5.31,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-24,2026-02,2026-W09,Tuesday,121.58,24.32,7.81,105.07,21,7.8,9.2,0.92,1,13.47,5.0,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-25,2026-02,2026-W09,Wednesday,144.26,28.85,0.0,115.41,18,8.6,10.2,0.84,1,13.42,6.41,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-26,2026-02,2026-W09,Thursday,124.56,24.91,0.0,99.65,24,11.6,15.0,0.85,3,8.59,4.15,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-27,2026-02,2026-W09,Friday,161.12,32.22,12.12,141.02,17,10.8,11.4,0.84,3,13.06,8.3,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-02-28,2026-02,2026-W09,Saturday,182.58,36.52,8.85,154.91,19,10.1,12.7,0.83,1,15.34,8.15,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-01,2026-03,2026-W09,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-02,2026-03,2026-W10,Monday,136.4,27.28,6.47,115.59,14,7.8,9.8,0.76,0,14.82,8.26,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-03,2026-03,2026-W10,Tuesday,156.97,31.39,0.0,125.58,10,10.6,13.0,0.79,0,11.85,12.56,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-04,2026-03,2026-W10,Wednesday,159.53,31.91,0.0,127.62,19,10.0,12.6,0.87,0,12.76,6.72,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-05,2026-03,2026-W10,Thursday,138.79,27.76,10.32,121.35,17,10.5,12.2,0.82,3,11.56,7.14,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-06,2026-03,2026-W10,Friday,163.05,32.61,0.0,130.44,13,11.4,12.4,0.89,2,11.44,10.03,SGD,False,,
drv_nurul_sg_14,Nurul Aisyah,stabilizer,L,2026-03-07,2026-03,2026-W10,Saturday,97.55,19.51,5.17,83.21,22,11.3,13.1,0.78,2,7.36,3.78,SGD,False,,
